Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Card Id,Product Category Id,Product Name,Product Price,shipping date (DateOrders),Shipping Mode,high_lead_time,late_delivery,low_profit,high_discount,delivery_delayed,order_cancelled,lat_bin,lon_bin,location,risk_score,Risk_level,supplier_risk_avg,region_risk_density,location_enc,Order Status_enc,Delivery Status_enc,Shipping Mode_enc,risk_encoded,Predicted_Risk,Order_Date
TRANSFER,6,4,49.54999924,303.9700012,Late delivery,1,12,Boxing & MMA,Baltimore,EE. UU.,Mary,12286,Smith,91702,Consumer,MD,5284 Quiet Field,21224,3,Footwear,39.29141998,-76.51338959,Europe,Berlín,Alemania,12286,8/7/2017 1:18,65015.0,258.0,75.98999786,0.200000003,162512.0,94.98999786,0.159999996,4.0,379.9599915,303.9700012,49.54999924,Western Europe,Berlín,PROCESSING,258.0,12.0,Nike Women's Free 5.0 TR FIT PRT 4 Training S,94.98999786,8/13/2017 1:18,Standard Class,1,1,0,1,0,0,39.3,-76.5,EE. UU.,0.5926913290111671,Medium,0.5926913290111671,0.35175171341361916,0,7,1,3,1,High,2017-08-07 01:18:00
DEBIT,4,4,87.5,250.0,Shipping on time,0,24,Women's Apparel,Hollywood,EE. UU.,Mary,10563,Smith,105751,Consumer,FL,8093 Old Autumn Green,33023,5,Golf,25.97953987,-80.19422913,LATAM,Santa Catarina,México,10563,2/3/2017 3:29,52348.0,502.0,0.0,0.0,130818.0,50.0,0.349999994,5.0,250.0,250.0,87.5,Central America,Nuevo León,COMPLETE,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2/7/2017 3:29,Standard Class,0,0,0,0,0,0,26.0,-80.2,EE. UU.,0.22455957172832736,Low,0.22455957172832736,0.35175171341361916,0,2,3,3,0,Medium,2017-02-03 03:29:00
CASH,2,1,5.670000076,75.58000183,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,Donna,9327,Smith,64800,Corporate,PR,4114 Clear Nectar Isle,725,5,Golf,18.20042229,-66.37059021,LATAM,Paraná,Argentina,9327,3/17/2017 12:32,55251.0,627.0,4.400000095,0.059999999,138172.0,39.99000168,0.079999998,2.0,79.98000336,75.58000183,5.670000076,South America,Entre Ríos,CLOSED,627.0,29.0,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,3/19/2017 12:32,First Class,0,1,1,0,0,0,18.2,-66.4,Puerto Rico,0.5750684255230958,Medium,0.5750684255230958,0.4874795469539309,1,1,1,0,1,Low,2017-03-17 12:32:00
DEBIT,2,4,26.87999916,268.7600098,Advance shipping,0,73,Sporting Goods,Caguas,Puerto Rico,Hedy,19374,Dunn,48977,Consumer,PR,3914 Silver Horse Cape,725,2,Fitness,18.25214958,-66.03705597,Pacific Asia,Nagpur,India,19374,1/11/2018 19:07,75821.0,1360.0,59.0,0.180000007,179136.0,327.75,0.100000001,1.0,327.75,268.7600098,26.87999916,South Asia,Maharashtra,COMPLETE,1360.0,73.0,Smart watch ,327.75,1/13/2018 19:07,Standard Class,0,0,0,1,0,0,18.3,-66.0,Puerto Rico,0.20340510830891007,Low,0.20340510830891007,0.4874795469539309,1,2,0,3,0,Medium,2018-01-11 19:07:00
PAYMENT,3,4,173.8699951,377.980011,Advance shipping,0,45,Fishing,Caguas,Puerto Rico,William,6498,Smith,3950,Home Office,PR,2301 Velvet Berry Meadow,725,7,Fan Shop,18.22842217,-66.37060547,LATAM,Tegucigalpa,Honduras,6498,4/9/2015 23:41,6782.0,1004.0,22.0,0.059999999,16950.0,399.980011,0.460000008,1.0,399.980011,377.980011,173.8699951,Central America,Francisco Morazán,PENDING_PAYMENT,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,4/12/2015 23:41,Standard Class,0,0,0,0,0,0,18.2,-66.4,Puerto Rico,0.18877081544392016,Low,0.18877081544392016,0.4874795469539309,1,6,0,3,0,Medium,2015-04-09 23:41:00
PAYMENT,5,4,24.0,50.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Bobby,7531,Crawford,118658,Home Office,PR,4210 Dewy Hill,725,5,Golf,18.23209763,-66.37062073,Europe,Timisoara,Rumania,7531,11/22/2016 11:07,47369.0,502.0,0.0,0.0,118430.0,50.0,0.479999989,1.0,50.0,50.0,24.0,Eastern Europe,Timis,PENDING_PAYMENT,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,11/27/2016 11:07,Standard Class,1,1,0,0,0,0,18.2,-66.4,Puerto Rico,0.5192126239158854,Low,0.5192126239158854,0.4874795469539309,1,6,1,3,0,Low,2016-11-22 11:07:00
DEBIT,6,4,21.18000031,73.04000092,Late delivery,1,7,Hockey,Caguas,Puerto Rico,Johnny,3565,Johnson,41290,Corporate,PR,3610 Merry Acres,725,2,Fitness,18.22647286,-66.37056732,Europe,Blagoveshchensk,Rusia,3565,9/17/2016 10:09,42845.0,135.0,14.96000004,0.170000002,106987.0,22.0,0.289999992,4.0,88.0,73.04000092,21.18000031,Eastern Europe,Amur,COMPLETE,135.0,7.0,Nike Dri-FIT Crew Sock 6 Pack,22.0,9/23/2016 10:09,Standard Class,1,1,0,0,0,0,18.2,-66.4,Puerto Rico,0.561848659639154,Medium,0.561848659639154,0.4874795469539309,1,2,1,3,1,Low,2016-09-17 10:09:00
DEBIT,6,4,18.0,239.9600067,Late delivery,1,17,Cleats,Tampa,EE. UU.,Arthur,4931,Smith,6496,Consumer,FL,347 Cozy Round,33624,4,Apparel,28.08034515,-80.56951141,LATAM,Tlalnepantla,México,4931,2/28/2017 10:16,54080.0,365.0,59.99000168,0.200000003,135226.0,59.99000168,0.079999998,5.0,299.9500122,239.9600067,18.0,Central America,México,COMPLETE,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,3/6/2017 10:16,Standard Class,1,1,0,1,0,0,28.1,-80.6,EE. UU.,0.588903773214139,Medium,0.588903773214139,0.35175171341361916,0,2,1,3,1,Low,2017-02-28 10:16:00
TRANSFER,6,4,35.86000061,102.4599991,Late delivery,1,40,Accessories,Caguas,Puerto Rico,Danielle,11129,Smith,65343,Consumer,PR,1936 Hazy Goose Mount,725,6,Outdoors,18.26877403,-66.37057495,Pacific Asia,Caloocan,Filipinas,11129,10/31/2015 6:03,20775.0,897.0,22.48999977,0.180000007,51913.0,24.98999977,0.349999994,5.0,124.9499969,102.4599991,35.86000061,Southeast Asia,Capital Nacional,PROCESSING,897.0,40.0,Team Golf New England Patriots Putter Grip,24.98999977,11/6/2015 6:03,Standard Class,1,1,0,0,0,0,18.3,-66.4,Puerto Rico,0.5636611660953904,Medium,0.5636611660953904,0.4874795469539309,1,7,1,3,1,Medium,2015-10-31 06:03:00
PAYMENT,2,1,16.8199997,43.11999893,Late delivery,1,7,Hockey,Caguas,Puerto Rico,Cynthia,2199,Smith,86170,Corporate,PR,3853 Pleasant Mountain Corners,725,2,Fitness,18.28449631,-66.37060547,Europe,Marseille,Francia,2199,7/14/2015 12:20,13326.0,135.0,0.879999995,0.02,33358.0,22.0,0.389999986,2.0,44.0,43.11999893,16.8199997,Western Europe,Provenza-Alpes-Costa Azul,PENDING_PAYMENT,135.0,7.0,Nike Dri-FIT Crew Sock 6 Pack,22.0,7/16/2015 12:20,First Class,0,1,0,0,0,0,18.3,-66.4,Puerto Rico,0.5710102016135028,Medium,0.5710102016135028,0.4874795469539309,1,6,1,0,1,High,2015-07-14 12:20:00
PAYMENT,5,4,91.76999664,262.2000122,Late delivery,1,73,Sporting Goods,Caguas,Puerto Rico,Kylie,19337,Owen,8435,Corporate,PR,5263 Hidden Bay,725,2,Fitness,18.21602821,-66.0370636,Pacific Asia,Solapur,India,19337,1/11/2018 6:09,75784.0,1360.0,65.55000305,0.200000003,179099.0,327.75,0.349999994,1.0,327.75,262.2000122,91.76999664,South Asia,Maharashtra,PENDING_PAYMENT,1360.0,73.0,Smart watch ,327.75,1/16/2018 6:09,Standard Class,1,1,0,1,0,0,18.2,-66.0,Puerto Rico,0.5456905466791381,Medium,0.5456905466791381,0.4874795469539309,1,6,1,3,1,Medium,2018-01-11 06:09:00
PAYMENT,3,4,8.289999962,110.4899979,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,Zachary,2324,Smith,143292,Home Office,PR,9279 Quaking Key,725,4,Apparel,18.24746704,-66.37051392,Africa,Abakaliki,Nigeria,2324,11/15/2016 17:15,46907.0,403.0,19.5,0.150000006,117254.0,129.9900055,0.079999998,1.0,129.9900055,110.4899979,8.289999962,West Africa,Ebonyi,PENDING_PAYMENT,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,11/18/2016 17:15,Standard Class,0,0,0,0,0,0,18.2,-66.4,Puerto Rico,0.21681706188655672,Low,0.21681706188655672,0.4874795469539309,1,6,0,3,0,Medium,2016-11-15 17:15:00
DEBIT,5,2,52.5699997,187.7599945,Late delivery,1,76,Women's Clothing,Caguas,Puerto Rico,Sade,17442,Griffin,13475,Consumer,PR,432 Dusty Glen,725,4,Apparel,18.23300743,-66.03705597,Pacific Asia,Dubbo,Australia,17442,12/14/2017 14:15,73889.0,1363.0,28.05999947,0.129999995,177204.0,215.8200073,0.280000001,1.0,215.8200073,187.7599945,52.5699997,Oceania,Nueva Gales del Sur,COMPLETE,1363.0,76.0,Summer dresses,215.8200073,12/19/2017 14:15,Second Class,1,1,0,0,0,0,18.2,-66.0,Puerto Rico,0.6806255238169421,High,0.6806255238169421,0.4874795469539309,1,2,1,2,2,Low,2017-12-14 14:15:00
DEBIT,4,2,126.1200027,420.3999939,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,Lani,13196,Nash,87914,Consumer,PR,5763 Green Crossing ,725,10,Technology,18.22864342,-66.0370636,Europe,Agrigento,Italia,13196,10/13/2017 14:41,69643.0,1349.0,31.63999939,0.07,172958.0,452.0400085,0.300000012,1.0,452.0400085,420.3999939,126.1200027,Southern Europe,Sicilia,COMPLETE,1349.0,62.0,Web Camera,452.0400085,10/17/2017 14:41,Second Class,0,1,0,0,0,0,18.2,-66.0,Puerto Rico,0.6362868073367199,High,0.6362868073367199,0.4874795469539309,1,2,1,2,2,High,2017-10-13 14:41:00
PAYMENT,3,4,-1.470000029,113.0899963,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,Samantha,6661,Floyd,8900,Home Office,PR,9036 Bright Brook Route,725,4,Apparel,18.20358658,-66.37052918,LATAM,Santo Domingo,República Dominicana,6661,5/15/2017 21:02,59317.0,403.0,16.89999962,0.129999995,148497.0,129.9900055,-0.01,1.0,129.9900055,113.0899963,-1.470000029,Caribbean,Santo Domingo,PENDING_PAYMENT,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,5/18/2017 21:02,Standard Class,0,0,1,0,0,0,18.2,-66.4,Puerto Rico,0.21702749960637474,Low,0.21702749960637474,0.4874795469539309,1,6,0,3,0,Medium,2017-05-15 21:02:00
DEBIT,5,2,109.1900024,335.980011,Late delivery,1,45,Fishing,Caguas,Puerto Rico,Mary,1186,Soto,87680,Consumer,PR,472 Cinder Sky Farm,725,7,Fan Shop,18.20616531,-66.3705368,Europe,Sunderland,Reino Unido,1186,8/16/2015 16:40,15599.0,1004.0,64.0,0.159999996,38999.0,399.980011,0.330000013,1.0,399.980011,335.980011,109.1900024,Northern Europe,Inglaterra,COMPLETE,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,8/21/2015 16:40,Second Class,1,1,0,1,0,0,18.2,-66.4,Puerto Rico,0.6916734326420093,High,0.6916734326420093,0.4874795469539309,1,2,1,2,2,High,2015-08-16 16:40:00
DEBIT,5,4,-56.09000015,32.99000168,Late delivery,1,75,Video Games,Stockbridge,EE. UU.,Simone,20067,Sweeney,155235,Corporate,GA,9854 Iron Street,30281,9,Discs Shop,33.54924011,-84.25650024,Pacific Asia,Sydney,Australia,20067,1/21/2018 21:54,76514.0,1362.0,6.760000229,0.170000002,179829.0,39.75,-1.700000048,1.0,39.75,32.99000168,-56.09000015,Oceania,Nueva Gales del Sur,ON_HOLD,1362.0,75.0,Fighting video games,39.75,1/26/2018 21:54,Standard Class,1,1,1,0,0,0,33.5,-84.3,EE. UU.,0.5374662015549267,Low,0.5374662015549267,0.35175171341361916,0,3,1,3,0,Low,2018-01-21 21:54:00
TRANSFER,6,4,71.38999939,254.9600067,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Donna,6306,Browning,76081,Consumer,PR,8569 Umber Fox Common,725,4,Apparel,18.25338554,-66.37062073,LATAM,Managua,Nicaragua,6306,5/17/2015 7:52,9340.0,365.0,44.99000168,0.150000006,23308.0,59.99000168,0.280000001,5.0,299.9500122,254.9600067,71.38999939,Central America,Managua,PROCESSING,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,5/23/2015 7:52,Standard Class,1,1,0,1,0,0,18.3,-66.4,Puerto Rico,0.5705627668627496,Medium,0.5705627668627496,0.4874795469539309,1,7,1,3,1,Low,2015-05-17 07:52:00
DEBIT,6,4,-177.9799957,484.9500122,Late delivery,1,9,Cardio Equipment,San Jose,EE. UU.,Sharon,6652,Hammond,52694,Consumer,CA,599 Sleepy Townline,95111,3,Footwear,37.26375961,-121.8059616,LATAM,Delgado,El Salvador,6652,3/22/2015 10:02,5510.0,191.0,15.0,0.029999999,13748.0,99.98999786,-0.370000005,5.0,499.9500122,484.9500122,-177.9799957,Central America,San Salvador,COMPLETE,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.98999786,3/28/2015 10:02,Standard Class,1,1,1,0,0,0,37.3,-121.8,EE. UU.,0.5973751051361468,Medium,0.5973751051361468,0.35175171341361916,0,2,1,3,1,High,2015-03-22 10:02:00
TRANSFER,2,4,38.40999985,116.3799973,Advance shipping,0,17,Cleats,Greeley,EE. UU.,Mary,4700,Campbell,174134,Corporate,CO,9695 Misty Court,80631,4,Apparel,40.41231918,-104.6923523,Pacific Asia,Cainta,Filipinas,4700,1/9/2016 18:34,25606.0,365.0,3.599999905,0.029999999,64151.0,59.99000168,0.330000013,2.0,119.9800034,116.3799973,38.40999985,Southeast Asia,Calabarzón,PROCESSING,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,1/11/2016 18:34,Standard Class,0,0,0,0,0,0,40.4,-104.7,EE. UU.,0.16876149710443417,Low,0.16876149710443417,0.35175171341361916,0,7,0,3,0,High,2016-01-09 18:34:00
DEBIT,5,2,-42.20999908,97.48999786,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Rebecca,2166,Smith,820,Consumer,PR,1631 Colonial Dale,725,4,Apparel,18.26007843,-66.37052918,LATAM,Santo Domingo,República Dominicana,2166,1/20/2017 15:46,51424.0,403.0,32.5,0.25,128519.0,129.9900055,-0.430000007,1.0,129.9900055,97.48999786,-42.20999908,Caribbean,Santo Domingo,ON_HOLD,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,1/25/2017 15:46,Second Class,1,1,1,0,0,0,18.3,-66.4,Puerto Rico,0.7001330832354145,High,0.7001330832354145,0.4874795469539309,1,3,1,2,2,High,2017-01-20 15:46:00
TRANSFER,4,4,41.84999847,139.5,Shipping canceled,0,24,Women's Apparel,South El Monte,EE. UU.,Mary,9352,Lewis,157830,Corporate,CA,9623 Clear Landing,91733,5,Golf,34.0500412,-118.0595932,Africa,Minna,Nigeria,9352,11/20/2016 2:42,47208.0,502.0,10.5,0.07,117994.0,50.0,0.300000012,3.0,150.0,139.5,41.84999847,West Africa,Níger,CANCELED,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,11/24/2016 2:42,Standard Class,0,0,0,0,0,1,34.1,-118.1,EE. UU.,0.23887376177381078,Low,0.23887376177381078,0.35175171341361916,0,0,2,3,0,Low,2016-11-20 02:42:00
DEBIT,2,4,81.66999817,224.9900055,Advance shipping,0,43,Camping & Hiking,Carson,EE. UU.,Rebecca,3391,Smith,160126,Corporate,CA,7126 Shady Bluff Promenade,90745,7,Fan Shop,33.83167267,-118.0937347,Pacific Asia,Wodonga,Australia,3391,1/22/2016 2:36,26451.0,957.0,75.0,0.25,66222.0,299.980011,0.360000014,1.0,299.980011,224.9900055,81.66999817,Oceania,Victoria,COMPLETE,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.980011,1/24/2016 2:36,Standard Class,0,0,0,1,0,0,33.8,-118.1,EE. UU.,0.2030498275363078,Low,0.2030498275363078,0.35175171341361916,0,2,0,3,0,Low,2016-01-22 02:36:00
PAYMENT,2,1,35.04000092,100.0999985,Late delivery,1,7,Hockey,Caguas,Puerto Rico,Gregory,102,Smith,32147,Corporate,PR,5393 Hidden Glade,725,2,Fitness,18.22758102,-66.04357147,Europe,Stuttgart,Alemania,102,7/15/2015 13:12,13397.0,135.0,9.899999619,0.090000004,33552.0,22.0,0.349999994,5.0,110.0,100.0999985,35.04000092,Western Europe,Baden-Wurtemberg,PENDING_PAYMENT,135.0,7.0,Nike Dri-FIT Crew Sock 6 Pack,22.0,7/17/2015 13:12,First Class,0,1,0,0,0,0,18.2,-66.0,Puerto Rico,0.5730681263852759,Medium,0.5730681263852759,0.4874795469539309,1,6,1,0,1,Medium,2015-07-15 13:12:00
TRANSFER,5,4,34.18999863,75.98000336,Late delivery,1,29,Shop By Sport,Philadelphia,EE. UU.,Mary,3687,Morrow,116432,Corporate,PA,923 Amber Grounds,19145,5,Golf,39.92448425,-75.1757431,LATAM,Chaguanas,Trinidad y Tobago,3687,2/20/2015 11:29,3459.0,627.0,4.0,0.050000001,8590.0,39.99000168,0.449999988,2.0,79.98000336,75.98000336,34.18999863,Caribbean,Chaguanas,PROCESSING,627.0,29.0,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,2/25/2015 11:29,Standard Class,1,1,0,0,0,0,39.9,-75.2,EE. UU.,0.5197490624122221,Low,0.5197490624122221,0.35175171341361916,0,7,1,3,0,Low,2015-02-20 11:29:00
PAYMENT,5,2,-6.309999943,38.72000122,Late delivery,1,7,Hockey,San Diego,EE. UU.,Linda,1445,Ortiz,160972,Consumer,CA,9761 Grand Shadow Extension,92115,2,Fitness,32.75856018,-117.0881882,USCA,Englewood,Estados Unidos,1445,5/11/2016 3:30,33989.0,135.0,5.28000021,0.119999997,84813.0,22.0,-0.159999996,2.0,44.0,38.72000122,-6.309999943,West of USA ,Colorado,PENDING_PAYMENT,135.0,7.0,Nike Dri-FIT Crew Sock 6 Pack,22.0,5/16/2016 3:30,Second Class,1,1,1,0,0,0,32.8,-117.1,EE. UU.,0.6777216666994816,High,0.6777216666994816,0.35175171341361916,0,6,1,2,2,High,2016-05-11 03:30:00
TRANSFER,5,4,119.8300018,254.9600067,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Mary,8004,Smith,21461,Consumer,PR,7780 Cozy Pond Court,725,4,Apparel,18.29493904,-66.37056732,USCA,Omaha,Estados Unidos,8004,5/12/2016 14:32,34089.0,365.0,44.99000168,0.150000006,85095.0,59.99000168,0.469999999,5.0,299.9500122,254.9600067,119.8300018,US Center ,Nebraska,PROCESSING,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,5/17/2016 14:32,Standard Class,1,1,0,1,0,0,18.3,-66.4,Puerto Rico,0.5285943593917392,Low,0.5285943593917392,0.4874795469539309,1,7,1,3,0,Medium,2016-05-12 14:32:00
TRANSFER,6,4,-4.96999979,44.0,Late delivery,1,7,Hockey,Laguna Niguel,EE. UU.,Jessica,11697,Thomas,51429,Corporate,CA,5042 Sleepy Farm,92677,2,Fitness,33.52144623,-117.6862259,LATAM,Santiago de Cuba,Cuba,11697,2/12/2015 5:53,2895.0,135.0,0.0,0.0,7235.0,22.0,-0.109999999,2.0,44.0,44.0,-4.96999979,Caribbean,Santiago de Cuba,PENDING,135.0,7.0,Nike Dri-FIT Crew Sock 6 Pack,22.0,2/18/2015 5:53,Standard Class,1,1,1,0,0,0,33.5,-117.7,EE. UU.,0.5577102446651465,Medium,0.5577102446651465,0.35175171341361916,0,5,1,3,1,Low,2015-02-12 05:53:00
DEBIT,4,2,27.62000084,110.4899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Steven,9726,Smith,179488,Consumer,PR,4097 Middle Spring Centre,725,4,Apparel,18.24162674,-66.37054443,Europe,London,Reino Unido,9726,7/14/2015 18:17,13343.0,403.0,19.5,0.150000006,33408.0,129.9900055,0.25,1.0,129.9900055,110.4899979,27.62000084,Northern Europe,Inglaterra,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,7/18/2015 18:17,Second Class,0,1,0,0,0,0,18.2,-66.4,Puerto Rico,0.6467045656137083,High,0.6467045656137083,0.4874795469539309,1,2,1,2,2,Medium,2015-07-14 18:17:00
DEBIT,3,4,94.5,210.0,Advance shipping,0,24,Women's Apparel,Mission Viejo,EE. UU.,Mary,9675,Richardson,75038,Consumer,CA,4545 Middle Pine Chase,92691,5,Golf,33.23170853,-117.3020554,LATAM,David,Panamá,9675,4/1/2017 3:13,56252.0,502.0,40.0,0.159999996,140687.0,50.0,0.449999988,5.0,250.0,210.0,94.5,Central America,Chiriquí,COMPLETE,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,4/4/2017 3:13,Standard Class,0,0,0,1,0,0,33.2,-117.3,EE. UU.,0.21350780718490814,Low,0.21350780718490814,0.35175171341361916,0,2,0,3,0,Low,2017-04-01 03:13:00
PAYMENT,2,4,-118.7900009,263.980011,Advance shipping,0,43,Camping & Hiking,Caguas,Puerto Rico,Mark,1601,Padilla,27724,Home Office,PR,5737 Rocky Crescent,725,7,Fan Shop,18.2449646,-66.37050629,LATAM,Mossoró,Brasil,1601,3/22/2015 12:09,5516.0,957.0,36.0,0.119999997,13770.0,299.980011,-0.449999988,1.0,299.980011,263.980011,-118.7900009,South America,Río Grande del Norte,PENDING_PAYMENT,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.980011,3/24/2015 12:09,Standard Class,0,0,1,1,0,0,18.2,-66.4,Puerto Rico,0.21584330999775633,Low,0.21584330999775633,0.4874795469539309,1,6,0,3,0,Low,2015-03-22 12:09:00
DEBIT,4,4,44.59000015,127.3899994,Shipping on time,0,18,Men's Footwear,Chula Vista,EE. UU.,Mary,11706,Smith,116345,Corporate,CA,3440 Noble Grounds,91910,4,Apparel,32.64635468,-117.0613861,Pacific Asia,Yakarta,Indonesia,11706,2/10/2016 23:46,27813.0,403.0,2.599999905,0.02,69627.0,129.9900055,0.349999994,1.0,129.9900055,127.3899994,44.59000015,Southeast Asia,Yakarta,ON_HOLD,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,2/14/2016 23:46,Standard Class,0,0,0,0,0,0,32.6,-117.1,EE. UU.,0.23373826118072416,Low,0.23373826118072416,0.35175171341361916,0,3,3,3,0,Low,2016-02-10 23:46:00
DEBIT,2,1,-0.25,19.36000061,Late delivery,1,7,Hockey,Atlanta,EE. UU.,Sharon,2307,Smith,174847,Consumer,GA,2407 Bright Blossom Mall ,30331,2,Fitness,33.68620682,-84.49389648,LATAM,Puerto Montt,Chile,2307,2/9/2015 13:05,2710.0,135.0,2.640000105,0.119999997,6780.0,22.0,-0.01,1.0,22.0,19.36000061,-0.25,South America,Los Lagos,COMPLETE,135.0,7.0,Nike Dri-FIT Crew Sock 6 Pack,22.0,2/11/2015 13:05,First Class,0,1,1,0,0,0,33.7,-84.5,EE. UU.,0.5750884501012331,Medium,0.5750884501012331,0.35175171341361916,0,2,1,0,1,Low,2015-02-09 13:05:00
DEBIT,6,2,-16.79000092,9.600000381,Late delivery,1,61,CDs ,Caguas,Puerto Rico,Aiko,12838,Hunt,4187,Consumer,PR,4958 Heather Panda Bank,725,9,Discs Shop,18.2938118,-66.03704834,Europe,Exeter,Reino Unido,12838,10/8/2017 9:16,69285.0,1348.0,1.690000057,0.150000006,172600.0,11.28999996,-1.75,1.0,11.28999996,9.600000381,-16.79000092,Northern Europe,Inglaterra,COMPLETE,1348.0,61.0,CDs of rock,11.28999996,10/14/2017 9:16,Second Class,1,1,1,0,0,0,18.3,-66.0,Puerto Rico,0.7108114346339617,High,0.7108114346339617,0.4874795469539309,1,2,1,2,2,Medium,2017-10-08 09:16:00
TRANSFER,4,4,69.54000092,151.1699982,Shipping on time,0,17,Cleats,Scottsdale,EE. UU.,Mary,505,Smith,178162,Corporate,AZ,6281 Amber Autumn Hill,85254,4,Apparel,29.40739441,-98.65895081,Europe,Cologne,Alemania,505,6/17/2015 19:54,11498.0,365.0,28.79999924,0.159999996,28770.0,59.99000168,0.460000008,3.0,179.9700012,151.1699982,69.54000092,Western Europe,Renania del Norte-Westfalia,PENDING,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,6/21/2015 19:54,Standard Class,0,0,0,0,0,0,29.4,-98.7,EE. UU.,0.24470235627411382,Low,0.24470235627411382,0.35175171341361916,0,5,3,3,0,Medium,2015-06-17 19:54:00
TRANSFER,6,4,61.75999832,205.8800049,Shipping canceled,0,37,Electronics,Oxnard,EE. UU.,Mary,125,Gallagher,24181,Consumer,CA,9831 Sunny Cloud Valley,93030,6,Outdoors,33.79024124,-118.2131653,Africa,Dar es Salaam,Tanzania,125,8/30/2016 2:28,41590.0,821.0,2.079999924,0.01,103814.0,51.99000168,0.300000012,4.0,207.9600067,205.8800049,61.75999832,East Africa,Dar es Salaam,SUSPECTED_FRAUD,821.0,37.0,Titleist Pro V1 High Numbers Personalized Gol,51.99000168,9/5/2016 2:28,Standard Class,1,0,0,0,0,0,33.8,-118.2,EE. UU.,0.29703826503286024,Low,0.29703826503286024,0.35175171341361916,0,8,2,3,0,Low,2016-08-30 02:28:00
PAYMENT,3,2,36.74000168,126.6800003,Late delivery,1,13,Electronics,Caguas,Puerto Rico,Madison,6352,Smith,106759,Home Office,PR,4167 Stony Extension,725,3,Footwear,18.23068428,-66.37052918,USCA,Denver,Estados Unidos,6352,4/13/2016 14:24,32102.0,282.0,1.279999971,0.01,80279.0,31.98999977,0.289999992,4.0,127.9599991,126.6800003,36.74000168,West of USA ,Colorado,PENDING_PAYMENT,282.0,13.0,Under Armour Women's Ignite PIP VI Slide,31.98999977,4/16/2016 14:24,Second Class,0,1,0,0,0,0,18.2,-66.4,Puerto Rico,0.601027823906677,Medium,0.601027823906677,0.4874795469539309,1,6,1,2,1,Low,2016-04-13 14:24:00
DEBIT,4,2,12.60999966,126.0899963,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Theresa,10386,Burns,39797,Consumer,PR,1735 Shady Robin Cape,725,4,Apparel,18.23372269,-66.37054443,Pacific Asia,Zhaoqing,China,10386,12/24/2015 10:53,24488.0,403.0,3.900000095,0.029999999,61289.0,129.9900055,0.100000001,1.0,129.9900055,126.0899963,12.60999966,Eastern Asia,Guangdong,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,12/28/2015 10:53,Second Class,0,1,0,0,0,0,18.2,-66.4,Puerto Rico,0.640203827273732,High,0.640203827273732,0.4874795469539309,1,2,1,2,2,Low,2015-12-24 10:53:00
